price,sector
86.24820967492923,Producer Manufacturing
19.837796613585734,Non-Energy Minerals
129.38591020356463,Retail Trade
38.3229153857154,Finance
102.96445347174968,Technology Services
182.35067590808745,Electronic Technology
170.92611419001932,Health Technology
110.28240836375247,Producer Manufacturing
25.82187935265978,Consumer Non-Durables
114.1161528801752,Electronic Technology
111.99399897007278,Finance
122.05686625153149,Technology Services
183.6342970979653,Finance
17.40729247522781,Finance
148.35251280886018,Utilities
172.6999939573433,Process Industries
93.31805073296269,Health Services
28.81059035743658,Consumer Durables
98.73798813855532,Consumer Durables
139.84729883077068,Finance
83.85163862467829,Technology Services
48.509947745035454,Distribution Services
41.749479961477306,Other
95.0152787318834,Health Technology
18.76188122481537,Utilities
165.44799217053847,Consumer Non-Durables
78.20514385006447,Electronic Technology
28.267129548454605,Process Industries
125.2955641901761,Electronic Technology
55.24664373021659,Health Technology
192.57005260921537,Electronic Technology
2.501714963940449,Industrial Services
175.46593962029735,Utilities
0.6691490610476469,Finance
84.3202949073997,Energy Minerals
158.8803965426642,Electronic Technology
114.20472786190246,Consumer Non-Durables
174.25728429413826,Finance
49.91554327023344,Utilities
27.488363862611507,Technology Services
94.55927475476543,Producer Manufacturing
77.48987378697475,Commercial Services
94.97811129567972,Electronic Technology
78.21300647851265,Finance
92.84928476349235,Technology Services
149.39735050317563,Technology Services
10.390274252336361,Finance
73.89756693704668,Finance
13.301418275586595,Consumer Non-Durables
53.90307867373867,Process Industries
34.934061809420804,Consumer Non-Durables
9.249198334624676,Electronic Technology
119.9583730629862,Producer Manufacturing
113.53433883092414,Finance
134.83291886232092,Finance
125.82687490083045,Electronic Technology
124.58966412017904,Finance
96.67759422296747,Utilities
181.73819769694384,Commercial Services
189.05972734170064,Utilities
84.54542149272324,Electronic Technology
26.937968962661294,Process Industries
37.18119897244705,Technology Services
197.4866094339916,Utilities
95.24698714085733,Retail Trade
106.94410289385614,Electronic Technology
125.23546835472821,Other
180.05528372716196,Consumer Non-Durables
102.23427652426832,Technology Services
119.41563809567629,Utilities
127.33800632284222,Energy Minerals
49.653582181551094,Finance
14.699777696665262,Consumer Non-Durables
87.99899934210364,Other
43.62194142058702,Utilities
17.817202087881313,Electronic Technology
46.92879963674863,Health Technology
145.93229624552276,Health Technology
65.02767970588688,Finance
183.48431836934108,Health Technology
189.1621547460347,Electronic Technology
161.14991336784496,Finance
50.605632235568706,Electronic Technology
155.36666422139464,Utilities
113.20229328528933,Health Technology
175.92785723488765,Finance
153.31430764679658,Consumer Services
76.44519644738124,Commercial Services
53.823583962963475,Consumer Non-Durables
57.01505433357432,Health Technology
183.91686495817123,Consumer Non-Durables
193.83987659535225,Process Industries
176.18089363993624,Transportation
141.71481193821595,Retail Trade
159.93538204327209,Health Services
60.1346648439882,Health Technology
58.521944879722554,Process Industries
90.66724764248642,Electronic Technology
25.58130071009097,Utilities
32.829490029751504,Consumer Services
181.70495698459902,Producer Manufacturing
28.60845869635906,Finance
4.191842435986559,Non-Energy Minerals
119.09885565704916,Finance
60.256481746497556,Distribution Services
170.12042870802156,Consumer Services
90.8243945965302,Health Technology
76.6964630787922,Finance
2.259337675627826,Finance
104.77671716185613,Finance
158.10948484652138,Transportation
51.54462601847596,Consumer Services
187.41490464234494,Producer Manufacturing
79.91516264194682,Utilities
166.39260343395898,Retail Trade
27.45142003987846,Health Services
191.9189064134392,Energy Minerals
48.875090971335396,Finance
8.558144755097018,Finance
135.90881804443904,Consumer Services
179.2386155108312,Finance
187.2757790003325,Process Industries
35.74275306289392,Technology Services
65.20090734047518,Consumer Services
189.4904849748081,Technology Services
48.11576446900063,Retail Trade
197.86373547536817,Transportation
20.500486167536636,Other
126.10712268763396,Consumer Non-Durables
126.9182203849494,Health Services
95.78490314230439,Consumer Durables
142.79449154263153,Health Technology
130.61572095147926,Process Industries
37.75613931527886,Health Technology
11.290419509783955,Electronic Technology
126.52928476161121,Producer Manufacturing
55.32429861832151,Process Industries
17.340304257690775,Process Industries
57.825251525535705,Energy Minerals
110.71403849248769,Producer Manufacturing
152.35869160563345,Finance
35.40641368118882,Finance
2.19826453802896,Technology Services
42.6892313840407,Electronic Technology
43.00867134861661,Technology Services
147.61937386728857,Finance
6.835540446082322,Utilities
134.6247531530876,Utilities
107.35505387136699,Technology Services
167.1644672170656,Consumer Durables
25.691048454662525,Health Technology
173.7552721052864,Other
37.41266430163861,Process Industries
68.36985214545362,Consumer Services
112.62036534606246,Electronic Technology
94.93751767217368,Finance
95.01844708756867,Producer Manufacturing
90.25466983491025,Retail Trade
133.62428277944858,Consumer Non-Durables
3.976601692277315,Distribution Services
34.176225485118024,Consumer Services
61.9248557010897,Producer Manufacturing
119.28482258438515,Utilities
22.167272945163987,Process Industries
176.0722387411941,Health Technology
144.63990256570048,Transportation
146.35626326155648,Technology Services
113.40533948103165,Finance
23.24660979006403,Finance
142.48469605502234,Technology Services
135.21799691502267,Process Industries
184.25878405126673,Finance
76.07138033191862,Technology Services
63.317361671220574,Producer Manufacturing
122.86696551050531,Transportation
98.71885279518307,Health Services
18.92071830040947,Utilities
13.141316971201267,Consumer Non-Durables
20.41990157614657,Finance
103.03522434166845,Process Industries
92.67890765755422,Finance
156.64015182494205,Health Technology
44.691133154139415,Commercial Services
192.10077095849033,Finance
94.02306206453545,Retail Trade
15.020732401678071,Technology Services
71.74429503133403,Health Technology
185.14298109980643,Health Technology
120.08562989136313,Producer Manufacturing
152.72115996541075,Health Technology
99.20140699588175,Finance
38.74175604543857,Producer Manufacturing
82.25313173820481,Retail Trade
154.3487308374232,Consumer Non-Durables
9.590700666425068,Consumer Services
148.51088862502138,Electronic Technology
50.817107010010076,Consumer Durables
72.01996400484293,Consumer Services
43.40355292610811,Finance
161.63204862967712,Utilities
190.23158623512367,Technology Services
142.46602748858285,Energy Minerals
195.4519614554146,Consumer Services
63.26670145176929,Electronic Technology
184.48473558945193,Commercial Services
6.4754397064759495,Finance
53.1469685873541,Consumer Services
132.01530841787968,Other
186.2602677448481,Consumer Non-Durables
9.540527907229436,Technology Services
49.08136199586271,Consumer Durables
137.92071766355707,Consumer Services
97.00674592238512,Consumer Non-Durables
93.68080775303599,Consumer Services
163.42455867321704,Consumer Non-Durables
85.83444696270095,Distribution Services
108.191401492606,Consumer Non-Durables
45.46275106903379,Finance
117.2697207558341,Producer Manufacturing
166.58940035530557,Process Industries
41.90944431620491,Finance
88.65574267598531,Producer Manufacturing
157.89422848951097,Technology Services
163.3170575674393,Consumer Non-Durables
13.719278489757802,Process Industries
92.18754978661228,Health Services
98.3675352316598,Retail Trade
196.69612007364606,Consumer Services
62.811467334595996,Finance
191.82936206371866,Consumer Services
142.8692601784944,Technology Services
50.70730920747961,Consumer Services
